trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN3730F275045:2021-03-09T18:51:45Z,30:50:00,30:50:00,StopPoint:OCEINTERCITES de nuit-87547000,17,,1,0,
OCESN3730F275531:2021-03-09T18:51:45Z,19:10:00,19:10:00,StopPoint:OCEINTERCITES de nuit-87785006,0,,0,1,
OCESN3730F275531:2021-03-09T18:51:45Z,19:16:00,19:18:00,StopPoint:OCEINTERCITES de nuit-87784298,1,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,19:23:00,19:25:00,StopPoint:OCEINTERCITES de nuit-87784264,2,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,19:28:00,19:30:00,StopPoint:OCEINTERCITES de nuit-87784256,3,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,19:35:00,19:37:00,StopPoint:OCEINTERCITES de nuit-87784231,4,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,19:43:00,19:45:00,StopPoint:OCEINTERCITES de nuit-87784207,5,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,19:55:00,19:58:00,StopPoint:OCEINTERCITES de nuit-87784009,6,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,20:51:00,20:53:00,StopPoint:OCEINTERCITES de nuit-87615112,7,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,21:11:00,21:13:00,StopPoint:OCEINTERCITES de nuit-87615286,8,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,21:31:00,21:33:00,StopPoint:OCEINTERCITES de nuit-87615039,9,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,22:01:00,22:35:00,StopPoint:OCEINTERCITES de nuit-87611004,10,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,23:01:00,23:04:00,StopPoint:OCEINTERCITES de nuit-87611244,11,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,29:30:00,29:32:00,StopPoint:OCEINTERCITES de nuit-87543017,12,,0,0,
OCESN3730F275531:2021-03-09T18:51:45Z,30:52:00,30:52:00,StopPoint:OCEINTERCITES de nuit-87547000,13,,1,0,
OCESN3730F276717:2021-03-09T18:51:45Z,22:35:00,22:35:00,StopPoint:OCEINTERCITES de nuit-87611004,0,,0,1,
OCESN3730F276717:2021-03-09T18:51:45Z,23:01:00,23:04:00,StopPoint:OCEINTERCITES de nuit-87611244,1,,0,0,
OCESN3730F276717:2021-03-09T18:51:45Z,29:30:00,29:32:00,StopPoint:OCEINTERCITES de nuit-87543017,2,,0,0,
OCESN3730F276717:2021-03-09T18:51:45Z,30:52:00,30:52:00,StopPoint:OCEINTERCITES de nuit-87547000,3,,1,0,
OCESN3731F106030:2021-03-09T18:51:45Z,22:20:00,22:20:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F106030:2021-03-09T18:51:45Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F106030:2021-03-09T18:51:45Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,2,,0,0,
OCESN3731F106030:2021-03-09T18:51:45Z,30:00:00,30:00:00,StopPoint:OCEINTERCITES de nuit-87611004,3,,1,0,
OCESN3731F106031:2021-03-06T18:51:50Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F106031:2021-03-06T18:51:50Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F106031:2021-03-06T18:51:50Z,27:47:00,27:49:00,StopPoint:OCEINTERCITES de nuit-87594333,2,,0,0,
OCESN3731F106031:2021-03-06T18:51:50Z,28:05:00,28:07:00,StopPoint:OCEINTERCITES de nuit-87613141,3,,0,0,
OCESN3731F106031:2021-03-06T18:51:50Z,28:35:00,28:38:00,StopPoint:OCEINTERCITES de nuit-87613000,4,,0,0,
OCESN3731F106031:2021-03-06T18:51:50Z,29:05:00,29:07:00,StopPoint:OCEINTERCITES de nuit-87613356,5,,0,0,
OCESN3731F106031:2021-03-06T18:51:50Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,6,,0,0,
OCESN3731F106031:2021-03-06T18:51:50Z,30:00:00,30:00:00,StopPoint:OCEINTERCITES de nuit-87611004,7,,1,0,
OCESN3731F116916:2021-03-09T18:51:45Z,22:21:00,22:21:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F116916:2021-03-09T18:51:45Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,2,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,30:00:00,30:52:00,StopPoint:OCEINTERCITES de nuit-87611004,3,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,31:19:00,31:22:00,StopPoint:OCEINTERCITES de nuit-87615039,4,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,31:41:00,31:43:00,StopPoint:OCEINTERCITES de nuit-87615286,5,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,32:03:00,32:05:00,StopPoint:OCEINTERCITES de nuit-87615112,6,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,33:00:00,33:05:00,StopPoint:OCEINTERCITES de nuit-87784009,7,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,33:14:00,33:16:00,StopPoint:OCEINTERCITES de nuit-87784207,8,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,33:22:00,33:27:00,StopPoint:OCEINTERCITES de nuit-87784231,9,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,33:32:00,33:34:00,StopPoint:OCEINTERCITES de nuit-87784256,10,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,33:37:00,33:39:00,StopPoint:OCEINTERCITES de nuit-87784264,11,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,33:44:00,33:46:00,StopPoint:OCEINTERCITES de nuit-87784298,12,,0,0,
OCESN3731F116916:2021-03-09T18:51:45Z,33:52:00,33:52:00,StopPoint:OCEINTERCITES de nuit-87785006,13,,1,0,
OCESN3731F203070:2021-03-09T18:51:45Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F203070:2021-03-09T18:51:45Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,2,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,30:00:00,30:53:00,StopPoint:OCEINTERCITES de nuit-87611004,3,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,31:20:00,31:23:00,StopPoint:OCEINTERCITES de nuit-87615039,4,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,31:42:00,31:44:00,StopPoint:OCEINTERCITES de nuit-87615286,5,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,32:04:00,32:06:00,StopPoint:OCEINTERCITES de nuit-87615112,6,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,32:58:00,33:03:00,StopPoint:OCEINTERCITES de nuit-87784009,7,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,33:12:00,33:14:00,StopPoint:OCEINTERCITES de nuit-87784207,8,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,33:20:00,33:25:00,StopPoint:OCEINTERCITES de nuit-87784231,9,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,33:30:00,33:32:00,StopPoint:OCEINTERCITES de nuit-87784256,10,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,33:35:00,33:37:00,StopPoint:OCEINTERCITES de nuit-87784264,11,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,33:42:00,33:44:00,StopPoint:OCEINTERCITES de nuit-87784298,12,,0,0,
OCESN3731F203070:2021-03-09T18:51:45Z,33:50:00,33:50:00,StopPoint:OCEINTERCITES de nuit-87785006,13,,1,0,
OCESN3731F223428:2021-03-09T18:51:45Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F223428:2021-03-09T18:51:45Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,2,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,29:52:00,30:52:00,StopPoint:OCEINTERCITES de nuit-87611004,3,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,31:19:00,31:22:00,StopPoint:OCEINTERCITES de nuit-87615039,4,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,31:41:00,31:43:00,StopPoint:OCEINTERCITES de nuit-87615286,5,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,32:03:00,32:05:00,StopPoint:OCEINTERCITES de nuit-87615112,6,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,32:56:00,33:01:00,StopPoint:OCEINTERCITES de nuit-87784009,7,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,33:10:00,33:12:00,StopPoint:OCEINTERCITES de nuit-87784207,8,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,33:18:00,33:23:00,StopPoint:OCEINTERCITES de nuit-87784231,9,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,33:28:00,33:30:00,StopPoint:OCEINTERCITES de nuit-87784256,10,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,33:34:00,33:36:00,StopPoint:OCEINTERCITES de nuit-87784264,11,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,33:40:00,33:42:00,StopPoint:OCEINTERCITES de nuit-87784298,12,,0,0,
OCESN3731F223428:2021-03-09T18:51:45Z,33:49:00,33:49:00,StopPoint:OCEINTERCITES de nuit-87785006,13,,1,0,
OCESN3731F227512:2021-03-06T18:51:50Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F227512:2021-03-06T18:51:50Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F227512:2021-03-06T18:51:50Z,27:47:00,27:49:00,StopPoint:OCEINTERCITES de nuit-87594333,2,,0,0,
OCESN3731F227512:2021-03-06T18:51:50Z,28:05:00,28:07:00,StopPoint:OCEINTERCITES de nuit-87613141,3,,0,0,
OCESN3731F227512:2021-03-06T18:51:50Z,28:35:00,28:38:00,StopPoint:OCEINTERCITES de nuit-87613000,4,,0,0,
OCESN3731F227512:2021-03-06T18:51:50Z,29:05:00,29:07:00,StopPoint:OCEINTERCITES de nuit-87613356,5,,0,0,
OCESN3731F227512:2021-03-06T18:51:50Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,6,,0,0,
OCESN3731F227512:2021-03-06T18:51:50Z,29:52:00,29:52:00,StopPoint:OCEINTERCITES de nuit-87611004,7,,1,0,
OCESN3731F227619:2021-03-09T18:51:45Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F227619:2021-03-09T18:51:45Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F227619:2021-03-09T18:51:45Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,2,,0,0,
OCESN3731F227619:2021-03-09T18:51:45Z,29:52:00,29:52:00,StopPoint:OCEINTERCITES de nuit-87611004,3,,1,0,
OCESN3731F261236:2021-03-08T18:51:30Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F261236:2021-03-08T18:51:30Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,27:47:00,27:49:00,StopPoint:OCEINTERCITES de nuit-87594333,2,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,28:05:00,28:07:00,StopPoint:OCEINTERCITES de nuit-87613141,3,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,28:35:00,28:38:00,StopPoint:OCEINTERCITES de nuit-87613000,4,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,29:05:00,29:07:00,StopPoint:OCEINTERCITES de nuit-87613356,5,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,6,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,30:01:00,30:53:00,StopPoint:OCEINTERCITES de nuit-87611004,7,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,31:21:00,31:24:00,StopPoint:OCEINTERCITES de nuit-87615039,8,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,31:43:00,31:45:00,StopPoint:OCEINTERCITES de nuit-87615286,9,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,32:05:00,32:07:00,StopPoint:OCEINTERCITES de nuit-87615112,10,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,32:58:00,33:03:00,StopPoint:OCEINTERCITES de nuit-87784009,11,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,33:11:00,33:13:00,StopPoint:OCEINTERCITES de nuit-87784207,12,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,33:19:00,33:24:00,StopPoint:OCEINTERCITES de nuit-87784231,13,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,33:29:00,33:31:00,StopPoint:OCEINTERCITES de nuit-87784256,14,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,33:34:00,33:36:00,StopPoint:OCEINTERCITES de nuit-87784264,15,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,33:40:00,33:42:00,StopPoint:OCEINTERCITES de nuit-87784298,16,,0,0,
OCESN3731F261236:2021-03-08T18:51:30Z,33:48:00,33:48:00,StopPoint:OCEINTERCITES de nuit-87785006,17,,1,0,
OCESN3731F265834:2021-03-09T18:51:45Z,22:20:00,22:20:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F265834:2021-03-09T18:51:45Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F265834:2021-03-09T18:51:45Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,2,,0,0,
OCESN3731F265834:2021-03-09T18:51:45Z,29:52:00,29:52:00,StopPoint:OCEINTERCITES de nuit-87611004,3,,1,0,
OCESN3731F266049:2021-03-06T18:51:50Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F266049:2021-03-06T18:51:50Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,27:47:00,27:49:00,StopPoint:OCEINTERCITES de nuit-87594333,2,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,28:05:00,28:07:00,StopPoint:OCEINTERCITES de nuit-87613141,3,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,28:35:00,28:38:00,StopPoint:OCEINTERCITES de nuit-87613000,4,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,29:05:00,29:07:00,StopPoint:OCEINTERCITES de nuit-87613356,5,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,6,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,30:00:00,30:52:00,StopPoint:OCEINTERCITES de nuit-87611004,7,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,31:19:00,31:22:00,StopPoint:OCEINTERCITES de nuit-87615039,8,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,31:41:00,31:43:00,StopPoint:OCEINTERCITES de nuit-87615286,9,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,32:03:00,32:05:00,StopPoint:OCEINTERCITES de nuit-87615112,10,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,32:56:00,33:01:00,StopPoint:OCEINTERCITES de nuit-87784009,11,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,33:10:00,33:12:00,StopPoint:OCEINTERCITES de nuit-87784207,12,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,33:18:00,33:23:00,StopPoint:OCEINTERCITES de nuit-87784231,13,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,33:27:00,33:29:00,StopPoint:OCEINTERCITES de nuit-87784256,14,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,33:32:00,33:34:00,StopPoint:OCEINTERCITES de nuit-87784264,15,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,33:39:00,33:41:00,StopPoint:OCEINTERCITES de nuit-87784298,16,,0,0,
OCESN3731F266049:2021-03-06T18:51:50Z,33:47:00,33:47:00,StopPoint:OCEINTERCITES de nuit-87785006,17,,1,0,
OCESN3731F266982:2021-03-08T18:51:30Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F266982:2021-03-08T18:51:30Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,27:47:00,27:49:00,StopPoint:OCEINTERCITES de nuit-87594333,2,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,28:05:00,28:07:00,StopPoint:OCEINTERCITES de nuit-87613141,3,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,28:35:00,28:38:00,StopPoint:OCEINTERCITES de nuit-87613000,4,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,29:05:00,29:07:00,StopPoint:OCEINTERCITES de nuit-87613356,5,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,6,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,29:52:00,30:44:00,StopPoint:OCEINTERCITES de nuit-87611004,7,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,31:16:00,31:19:00,StopPoint:OCEINTERCITES de nuit-87615039,8,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,31:41:00,31:43:00,StopPoint:OCEINTERCITES de nuit-87615286,9,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,32:05:00,32:07:00,StopPoint:OCEINTERCITES de nuit-87615112,10,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,32:58:00,33:03:00,StopPoint:OCEINTERCITES de nuit-87784009,11,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,33:11:00,33:13:00,StopPoint:OCEINTERCITES de nuit-87784207,12,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,33:19:00,33:24:00,StopPoint:OCEINTERCITES de nuit-87784231,13,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,33:29:00,33:31:00,StopPoint:OCEINTERCITES de nuit-87784256,14,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,33:34:00,33:36:00,StopPoint:OCEINTERCITES de nuit-87784264,15,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,33:40:00,33:42:00,StopPoint:OCEINTERCITES de nuit-87784298,16,,0,0,
OCESN3731F266982:2021-03-08T18:51:30Z,33:48:00,33:48:00,StopPoint:OCEINTERCITES de nuit-87785006,17,,1,0,
OCESN3731F267141:2021-03-08T18:51:30Z,22:21:00,22:21:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F267141:2021-03-08T18:51:30Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,2,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,29:52:00,30:52:00,StopPoint:OCEINTERCITES de nuit-87611004,3,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,31:19:00,31:22:00,StopPoint:OCEINTERCITES de nuit-87615039,4,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,31:41:00,31:43:00,StopPoint:OCEINTERCITES de nuit-87615286,5,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,32:03:00,32:05:00,StopPoint:OCEINTERCITES de nuit-87615112,6,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,33:00:00,33:05:00,StopPoint:OCEINTERCITES de nuit-87784009,7,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,33:13:00,33:15:00,StopPoint:OCEINTERCITES de nuit-87784207,8,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,33:21:00,33:26:00,StopPoint:OCEINTERCITES de nuit-87784231,9,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,33:31:00,33:33:00,StopPoint:OCEINTERCITES de nuit-87784256,10,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,33:36:00,33:38:00,StopPoint:OCEINTERCITES de nuit-87784264,11,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,33:42:00,33:44:00,StopPoint:OCEINTERCITES de nuit-87784298,12,,0,0,
OCESN3731F267141:2021-03-08T18:51:30Z,33:50:00,33:50:00,StopPoint:OCEINTERCITES de nuit-87785006,13,,1,0,
OCESN3731F271990:2021-03-08T18:51:30Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F271990:2021-03-08T18:51:30Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,2,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,30:00:00,30:52:00,StopPoint:OCEINTERCITES de nuit-87611004,3,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,31:19:00,31:22:00,StopPoint:OCEINTERCITES de nuit-87615039,4,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,31:41:00,31:43:00,StopPoint:OCEINTERCITES de nuit-87615286,5,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,32:03:00,32:05:00,StopPoint:OCEINTERCITES de nuit-87615112,6,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,32:56:00,33:01:00,StopPoint:OCEINTERCITES de nuit-87784009,7,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,33:10:00,33:12:00,StopPoint:OCEINTERCITES de nuit-87784207,8,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,33:18:00,33:23:00,StopPoint:OCEINTERCITES de nuit-87784231,9,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,33:28:00,33:30:00,StopPoint:OCEINTERCITES de nuit-87784256,10,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,33:34:00,33:36:00,StopPoint:OCEINTERCITES de nuit-87784264,11,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,33:40:00,33:42:00,StopPoint:OCEINTERCITES de nuit-87784298,12,,0,0,
OCESN3731F271990:2021-03-08T18:51:30Z,33:49:00,33:49:00,StopPoint:OCEINTERCITES de nuit-87785006,13,,1,0,
OCESN3731F272746:2021-03-08T18:51:30Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F272746:2021-03-08T18:51:30Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,27:47:00,27:49:00,StopPoint:OCEINTERCITES de nuit-87594333,2,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,28:05:00,28:07:00,StopPoint:OCEINTERCITES de nuit-87613141,3,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,28:35:00,28:38:00,StopPoint:OCEINTERCITES de nuit-87613000,4,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,29:05:00,29:07:00,StopPoint:OCEINTERCITES de nuit-87613356,5,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,6,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,30:01:00,30:53:00,StopPoint:OCEINTERCITES de nuit-87611004,7,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,31:21:00,31:24:00,StopPoint:OCEINTERCITES de nuit-87615039,8,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,31:43:00,31:45:00,StopPoint:OCEINTERCITES de nuit-87615286,9,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,32:05:00,32:07:00,StopPoint:OCEINTERCITES de nuit-87615112,10,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,32:58:00,33:03:00,StopPoint:OCEINTERCITES de nuit-87784009,11,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,33:11:00,33:13:00,StopPoint:OCEINTERCITES de nuit-87784207,12,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,33:19:00,33:24:00,StopPoint:OCEINTERCITES de nuit-87784231,13,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,33:29:00,33:31:00,StopPoint:OCEINTERCITES de nuit-87784256,14,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,33:34:00,33:36:00,StopPoint:OCEINTERCITES de nuit-87784264,15,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,33:40:00,33:42:00,StopPoint:OCEINTERCITES de nuit-87784298,16,,0,0,
OCESN3731F272746:2021-03-08T18:51:30Z,33:48:00,33:48:00,StopPoint:OCEINTERCITES de nuit-87785006,17,,1,0,
OCESN3731F275337:2021-03-09T18:51:45Z,22:12:00,22:12:00,StopPoint:OCEINTERCITES de nuit-87547000,0,,0,1,
OCESN3731F275337:2021-03-09T18:51:45Z,23:24:00,23:26:00,StopPoint:OCEINTERCITES de nuit-87543017,1,,0,0,
OCESN3731F275337:2021-03-09T18:51:45Z,29:21:00,29:24:00,StopPoint:OCEINTERCITES de nuit-87611244,2,,0,0,
OCESN3731F275337:2021-03-09T18:51:45Z,30:00:00,30:00:00,StopPoint:OCEINTERCITES de nuit-87611004,3,,1,0,
OCESN3754F194949:2021-03-09T18:51:45Z,22:42:00,22:42:00,StopPoint:OCEINTERCITES de nuit-87613422,0,,0,1,
OCESN3754F194949:2021-03-09T18:51:45Z,23:05:00,23:06:00,StopPoint:OCEINTERCITES de nuit-87613257,1,,0,0,
OCESN3754F194949:2021-03-09T18:51:45Z,23:19:00,23:20:00,StopPoint:OCEINTERCITES de nuit-87613232,2,,0,0,
OCESN3754F194949:2021-03-09T18:51:45Z,23:23:00,23:24:00,StopPoint:OCEINTERCITES de nuit-87613224,3,,0,0,
OCESN3754F194949:2021-03-09T18:51:45Z,23:28:00,23:29:00,StopPoint:OCEINTERCITES de nuit-87613661,4,,0,0,
OCESN3754F194949:2021-03-09T18:51:45Z,23:44:00,23:47:00,StopPoint:OCEINTERCITES de nuit-87613109,5,,0,0,
OCESN3754F194949:2021-03-09T18:51:45Z,23:54:00,23:56:00,StopPoint:OCEINTERCITES de nuit-87613091,6,,0,0,
OCESN3754F194949:2021-03-09T18:51:45Z,24:12:00,24:13:00,StopPoint:OCEINTERCITES de nuit-87613075,7,,0,0,
OCESN3754F194949:2021-03-09T18:51:45Z,24:25:00,24:27:00,StopPoint:OCEINTERCITES de nuit-87613059,8,,0,0,
