route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCESN-1209988,000052,OCESN14052F271254:2021-03-09T18:51:45Z,14052,0,114,
OCESN-1209988,000048,OCESN14053F250756:2021-03-08T18:51:30Z,14053,1,115,
OCESN-1209988,000053,OCESN14053F275073:2021-03-09T18:51:45Z,14053,1,116,
OCESN-1209988,000054,OCESN14055F275376:2021-03-09T18:51:45Z,14055,1,117,
OCESN-1209988,000054,OCESN14056F271299:2021-03-09T18:51:45Z,14056,0,118,
OCESN-1209988,000055,OCESN14057F271262:2021-03-07T18:51:13Z,14057,1,119,
OCESN-1209988,000056,OCESN14059F273577:2021-03-09T18:51:45Z,14059,1,120,
OCESN-1209988,000057,OCESN14060F271300:2021-03-07T18:51:13Z,14060,0,121,
OCESN-1209988,000058,OCESN14061F156745:2021-03-09T18:51:45Z,14061,1,122,
OCESN-1209988,000059,OCESN14061F271434:2021-03-08T18:51:30Z,14061,1,123,
OCESN-1209988,000060,OCESN14061F274531:2021-03-09T18:51:45Z,14061,1,124,
OCESN-1209988,000061,OCESN14062F200909:2021-03-09T18:51:45Z,14062,0,125,
OCESN-1209988,000062,OCESN14062F269490:2021-03-09T18:51:45Z,14062,0,126,
OCESN-1209988,000063,OCESN14062F273172:2021-03-08T18:51:30Z,14062,0,127,
OCESN-1209988,000023,OCESN14063F273419:2021-03-09T18:51:45Z,14063,1,128,
OCESN-1209988,000048,OCESN14064F250747:2021-03-09T18:51:45Z,14064,0,129,
OCESN-1209988,000064,OCESN14065F275701:2021-03-09T18:51:45Z,14065,1,130,
OCESN-1209988,000065,OCESN14066F275333:2021-03-09T18:51:45Z,14066,0,131,
OCESN-1209988,000023,OCESN14067F270541:2021-03-09T18:51:45Z,14067,1,132,
OCESN-1209988,000066,OCESN14068F247430:2021-03-09T18:51:45Z,14068,0,133,
OCESN-1209988,000067,OCESN14068F271302:2021-03-07T18:51:13Z,14068,0,134,
OCESN-1209988,000068,OCESN14070F269205:2021-03-09T18:51:45Z,14070,0,135,
OCESN-1209988,000032,OCESN14070F274281:2021-03-08T18:51:30Z,14070,0,136,
OCESN-1209988,000064,OCESN14071F273740:2021-03-09T18:51:45Z,14071,1,137,
OCESN-1209988,000058,OCESN14072F108400:2021-03-06T18:51:50Z,14072,0,138,
OCESN-1209988,000069,OCESN14072F227498:2021-03-09T18:51:45Z,14072,0,139,
OCESN-1209988,000070,OCESN14072F271144:2021-03-09T18:51:45Z,14072,0,140,
OCESN-1209988,000023,OCESN14073F275335:2021-03-09T18:51:45Z,14073,1,141,
OCESN-1209988,000066,OCESN14074F220345:2021-03-08T18:51:30Z,14074,0,142,
OCESN-1209988,000055,OCESN14074F266489:2021-03-09T18:51:45Z,14074,0,143,
OCESN-1209988,000067,OCESN14074F271304:2021-03-07T18:51:13Z,14074,0,144,
OCESN-1209988,000071,OCESN14075F247133:2021-03-09T18:51:45Z,14075,1,145,
OCESN-1209988,000072,OCESN14075F275358:2021-03-09T18:51:45Z,14075,1,146,
OCESN-1209988,000064,OCESN14076F275334:2021-03-09T18:51:45Z,14076,0,147,
OCESN-1209988,000073,OCESN14078F267633:2021-03-08T18:51:30Z,14078,0,148,
OCESN-1209988,000074,OCESN14079F141637:2021-03-06T18:51:50Z,14079,1,149,
OCESN-1209988,000075,OCESN14079F190067:2021-03-07T18:51:13Z,14079,1,150,
OCESN-1209988,000076,OCESN14080F250744:2021-03-09T18:51:45Z,14080,0,151,
OCESN-1209988,000077,OCESN14080F268888:2021-03-09T18:51:45Z,14080,0,152,
OCESN-1209988,000078,OCESN14081F184406:2021-03-09T18:51:45Z,14081,1,153,
OCESN-1209988,000079,OCESN14081F184557:2021-03-05T18:50:34Z,14081,1,154,
OCESN-1209988,000080,OCESN14081F185358:2021-03-06T18:51:50Z,14081,1,155,
OCESN-1209988,000081,OCESN14081F193194:2021-03-09T18:51:45Z,14081,1,156,
OCESN-1209988,000082,OCESN14081F248179:2021-03-01T18:51:13Z,14081,1,157,
OCESN-1209988,000083,OCESN14081F254369:2021-03-07T18:51:13Z,14081,1,158,
OCESN-1209988,000084,OCESN14081F261288:2021-03-09T18:51:45Z,14081,1,159,
OCESN-1209988,000085,OCESN14081F265180:2021-03-09T18:51:45Z,14081,1,160,
OCESN-1674116,000086,OCESN16350F148690:2021-02-18T19:09:53Z,16350,0,161,
OCESN-1674116,000087,OCESN16350F201410:2021-02-19T13:09:32Z,16350,0,162,
OCESN-1674116,000088,OCESN16350F236674:2021-03-09T18:51:45Z,16350,0,163,
OCESN-1674116,000089,OCESN16352F148743:2021-02-19T13:09:32Z,16352,0,164,
OCESN-1674116,000090,OCESN16352F152912:2021-02-19T13:09:32Z,16352,0,165,
OCESN-1674116,000091,OCESN16352F235853:2021-03-09T18:51:45Z,16352,0,166,
OCESN-1674116,000092,OCESN16352F244692:2021-03-06T18:51:50Z,16352,0,167,
OCESN-1674116,000093,OCESN16354F235310:2021-03-09T18:51:45Z,16354,0,168,
OCESN-1674116,000094,OCESN16356F148583:2021-02-19T13:09:32Z,16356,0,169,
OCESN-1674116,000088,OCESN16356F236078:2021-03-09T18:51:45Z,16356,0,170,
OCESN-1674116,000094,OCESN16358F141974:2021-02-19T13:09:32Z,16358,0,171,
OCESN-1674116,000088,OCESN16358F236368:2021-03-09T18:51:45Z,16358,0,172,
OCESN-1674116,000095,OCESN16364F236116:2021-03-09T18:51:45Z,16364,1,173,
