route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000509,OCESN23420F188559:2021-03-04T18:51:09Z,23420,0,1444,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000487,OCESN23420F220399:2021-03-09T18:51:45Z,23420,0,1445,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000512,OCESN23420F236609:2021-03-09T18:51:45Z,23420,0,1446,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23420F247201:2021-03-09T18:51:45Z,23420,0,1447,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000509,OCESN23421F188507:2021-03-08T18:51:30Z,23421,1,1448,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000512,OCESN23421F258660:2021-03-09T18:51:45Z,23421,1,1449,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23421F274359:2021-03-09T18:51:45Z,23421,1,1450,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000487,OCESN23421F274582:2021-03-09T18:51:45Z,23421,1,1451,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23422F220841:2021-03-09T18:51:45Z,23422,0,1452,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000506,OCESN23422F275269:2021-03-09T18:51:45Z,23422,0,1453,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000509,OCESN23423F188582:2021-03-08T18:51:30Z,23423,1,1454,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000490,OCESN23423F247060:2021-03-08T18:51:30Z,23423,1,1455,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23423F247562:2021-03-09T18:51:45Z,23423,1,1456,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000415,OCESN23423F272986:2021-03-09T18:51:45Z,23423,1,1457,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000506,OCESN23423F275148:2021-03-09T18:51:45Z,23423,1,1458,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000509,OCESN23424F188535:2021-03-09T18:51:45Z,23424,0,1459,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000487,OCESN23424F246839:2021-03-09T18:51:45Z,23424,0,1460,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23424F247281:2021-03-09T18:51:45Z,23424,0,1461,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000513,OCESN23424F265681:2021-03-08T18:51:30Z,23424,0,1462,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000511,OCESN23424F273019:2021-03-09T18:51:45Z,23424,0,1463,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000509,OCESN23425F189412:2021-03-07T18:51:13Z,23425,1,1464,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000514,OCESN23425F246893:2021-03-08T18:51:30Z,23425,1,1465,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000515,OCESN23425F248434:2021-03-06T18:51:50Z,23425,1,1466,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000506,OCESN23425F260255:2021-03-09T18:51:45Z,23425,1,1467,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000516,OCESN23425F275501:2021-03-09T18:51:45Z,23425,1,1468,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23426F246434:2021-03-09T18:51:45Z,23426,0,1469,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000506,OCESN23426F274926:2021-03-09T18:51:45Z,23426,0,1470,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23427F246838:2021-03-09T18:51:45Z,23427,1,1471,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000506,OCESN23427F272955:2021-03-08T18:51:30Z,23427,1,1472,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000509,OCESN23428F188481:2021-03-09T18:51:45Z,23428,0,1473,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23428F220832:2021-03-09T18:51:45Z,23428,0,1474,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000487,OCESN23428F221427:2021-03-07T18:51:13Z,23428,0,1475,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000512,OCESN23428F268891:2021-03-09T18:51:45Z,23428,0,1476,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000489,OCESN23429F246980:2021-03-09T18:51:45Z,23429,1,1477,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23429F248256:2021-03-09T18:51:45Z,23429,1,1478,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000510,OCESN23429F275146:2021-03-09T18:51:45Z,23429,1,1479,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000487,OCESN23430F188557:2021-03-09T18:51:45Z,23430,0,1480,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23430F220992:2021-03-09T18:51:45Z,23430,0,1481,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000504,OCESN23430F252917:2021-03-09T18:51:45Z,23430,0,1482,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000509,OCESN23431F188533:2021-03-09T18:51:45Z,23431,1,1483,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000490,OCESN23431F246816:2021-03-09T18:51:45Z,23431,1,1484,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23431F265151:2021-03-09T18:51:45Z,23431,1,1485,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000506,OCESN23431F273227:2021-03-09T18:51:45Z,23431,1,1486,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000415,OCESN23431F275381:2021-03-09T18:51:45Z,23431,1,1487,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000490,OCESN23432F246554:2021-03-08T18:51:30Z,23432,0,1488,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000508,OCESN23432F275561:2021-03-09T18:51:45Z,23432,0,1489,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000487,OCESN23433F201578:2021-03-09T18:51:45Z,23433,1,1490,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23433F246836:2021-03-09T18:51:45Z,23433,1,1491,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000504,OCESN23433F263783:2021-03-09T18:51:45Z,23433,1,1492,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000490,OCESN23434F246846:2021-03-09T18:51:45Z,23434,0,1493,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23434F250793:2021-03-09T18:51:45Z,23434,0,1494,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000504,OCESN23434F270022:2021-03-09T18:51:45Z,23434,0,1495,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000489,OCESN23434F276532:2021-03-09T18:51:45Z,23434,0,1496,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000503,OCESN23435F239392:2021-03-09T18:51:45Z,23435,1,1497,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000490,OCESN23435F247256:2021-03-08T18:51:30Z,23435,1,1498,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000488,OCESN23435F247479:2021-03-07T18:51:13Z,23435,1,1499,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000510,OCESN23436F237155:2021-03-09T18:51:45Z,23436,0,1500,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000508,OCESN23436F267791:2021-03-09T18:51:45Z,23436,0,1501,
OCESN-FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,000487,OCESN23436F268857:2021-03-08T18:51:30Z,23436,0,1502,
