feed_id,feed_publisher_name,feed_publisher_url,feed_lang,feed_start_date,feed_end_date,feed_version,conv_rev,plan_rev
0,SNCF,http://www.sncf.com,fr,20210309,20210608,2021-03-09,1.126,
