ID;Date;Service;Ligne;Nom de la ligne;Taux de ponctualité;Nombre de voyageurs à l'heure pour un voyageur en retard
TRA_8;2013-02;Transilien;K;Paris Nord Crépy;75.2;3.0
TRA_13;2013-02;Transilien;U;La Verrière - La Défense;91.7;11.0
TRA_4;2013-03;RER;D;RER D;80.0;4.0
TRA_5;2013-03;RER;E;RER E;92.9;13.1
TRA_11;2013-03;Transilien;P;Paris Est;89.0;8.1
TRA_12;2013-03;Transilien;R;Paris Sud Est;89.2;8.3
TRA_13;2013-03;Transilien;U;La Verrière - La Défense;89.2;8.3
TRA_5;2013-04;RER;E;RER E;96.2;25.3
TRA_13;2013-04;Transilien;U;La Verrière - La Défense;90.1;9.1
TRA_1;2013-05;RER;A;RER A;86.4;6.4
TRA_3;2013-05;RER;C;RER C;92.3;12.0
TRA_4;2013-05;RER;D;RER D;87.1;6.8
TRA_5;2013-05;RER;E;RER E;95.5;21.2
TRA_1;2013-06;RER;A;RER A;83.4;5.0
TRA_3;2013-06;RER;C;RER C;90.3;9.3
TRA_7;2013-06;Transilien;J;Paris Saint-Lazare Nord;83.5;5.1
TRA_8;2013-06;Transilien;K;Paris Nord Crépy;71.9;2.6
TRA_4;2013-07;RER;D;RER D;85.2;5.8
TRA_7;2013-07;Transilien;J;Paris Saint-Lazare Nord;87.0;6.7
TRA_11;2013-07;Transilien;P;Paris Est;90.1;9.1
TRA_3;2013-08;RER;C;RER C;93.4;14.2
TRA_4;2013-08;RER;D;RER D;90.4;9.4
TRA_9;2013-08;Transilien;L;Paris Saint-Lazare Sud;89.9;8.9
TRA_11;2013-08;Transilien;P;Paris Est;92.1;11.7
TRA_1;2013-09;RER;A;RER A;83.3;5.0
TRA_2;2013-09;RER;B;RER B;86.6;6.5
TRA_3;2013-09;RER;C;RER C;93.1;13.5
TRA_10;2013-09;Transilien;N;Paris Montparnasse;92.7;12.7
TRA_13;2013-09;Transilien;U;La Verrière - La Défense;92.9;13.1
TRA_2;2013-10;RER;B;RER B;80.7;4.2
TRA_5;2013-10;RER;E;RER E;95.2;19.8
TRA_6;2013-10;Transilien;H;Paris Nord Ouest;94.2;16.2
TRA_13;2013-10;Transilien;U;La Verrière - La Défense;91.6;10.9
TRA_4;2013-11;RER;D;RER D;76.9;3.3
TRA_13;2013-11;Transilien;U;La Verrière - La Défense;88.4;7.6
TRA_2;2013-12;RER;B;RER B;82.4;4.7
TRA_6;2014-01;Transilien;H;Paris Nord Ouest;95.9;23.4
TRA_7;2014-01;Transilien;J;Paris Saint-Lazare Nord;82.0;4.6
TRA_12;2014-01;Transilien;R;Paris Sud Est;89.7;8.7
TRA_7;2014-02;Transilien;J;Paris Saint-Lazare Nord;85.4;5.8
TRA_10;2014-02;Transilien;N;Paris Montparnasse;95.1;19.4
TRA_12;2014-02;Transilien;R;Paris Sud Est;85.3;5.8
TRA_1;2014-03;RER;A;RER A;83.3;5.0
TRA_2;2014-03;RER;B;RER B;87.9;7.3
TRA_3;2014-03;RER;C;RER C;91.5;10.8
TRA_2;2014-04;RER;B;RER B;88.5;7.7
TRA_8;2014-04;Transilien;K;Paris Nord Crépy;87.0;6.7
TRA_9;2014-04;Transilien;L;Paris Saint-Lazare Sud;86.7;6.5
TRA_13;2014-05;Transilien;U;La Verrière - La Défense;94.0;15.7
TRA_2;2014-06;RER;B;RER B;;0.0
TRA_6;2014-06;Transilien;H;Paris Nord Ouest;93.9;15.4
TRA_11;2014-06;Transilien;P;Paris Est;89.4;8.4
TRA_12;2014-06;Transilien;R;Paris Sud Est;86.1;6.2
TRA_13;2014-06;Transilien;U;La Verrière - La Défense;95.5;21.2
TRA_3;2014-07;RER;C;RER C;83.9;5.2
TRA_10;2014-07;Transilien;N;Paris Montparnasse;94.2;16.2
TRA_6;2014-08;Transilien;H;Paris Nord Ouest;95.5;21.2
TRA_8;2014-08;Transilien;K;Paris Nord Crépy;91.3;10.5
TRA_9;2014-08;Transilien;L;Paris Saint-Lazare Sud;92.0;11.5
TRA_10;2014-08;Transilien;N;Paris Montparnasse;94.0;15.7
TRA_13;2014-08;Transilien;U;La Verrière - La Défense;95.4;20.7
TRA_6;2014-09;Transilien;H;Paris Nord Ouest;96.3;26.0
TRA_9;2014-09;Transilien;L;Paris Saint-Lazare Sud;85.7;6.0
TRA_13;2014-09;Transilien;U;La Verrière - La Défense;95.9;23.4
TRA_2;2014-10;RER;B;RER B;85.5;5.9
TRA_6;2014-10;Transilien;H;Paris Nord Ouest;93.7;14.9
TRA_5;2014-11;RER;E;RER E;95.6646036773;22.1
TRA_13;2014-11;Transilien;U;La Verrière - La Défense;88.8628382913;8.0
TRA_7;2014-12;Transilien;J;Paris Saint-Lazare Nord;84.3;5.4
TRA_9;2014-12;Transilien;L;Paris Saint-Lazare Sud;80.4;4.1
TRA_9;2015-01;Transilien;L;Paris Saint-Lazare Sud;82.1373543647;4.6
TRA_9;2015-02;Transilien;L;Paris Saint-Lazare Sud;81.8190167315;4.5
TRA_10;2015-02;Transilien;N;Paris Montparnasse;93.7710664217;15.1
TRA_8;2015-03;Transilien;K;Paris Nord Crépy;88.1187031039;7.4
TRA_10;2015-03;Transilien;N;Paris Montparnasse;94.7538671561;18.1
TRA_10;2015-04;Transilien;N;Paris Montparnasse;93.9060416413;15.4
TRA_2;2015-05;RER;B;RER B;86.9952922687;6.7
TRA_5;2015-05;RER;E;RER E;95.9872926887;23.9
TRA_9;2015-05;Transilien;L;Paris Saint-Lazare Sud;85.8420374434;6.1
TRA_6;2015-06;Transilien;H;Paris Nord Ouest;92.3224849552;12.0
TRA_7;2015-06;Transilien;J;Paris Saint-Lazare Nord;88.9715832454;8.1
TRA_11;2015-06;Transilien;P;Paris Est;88.8351116319;8.0
TRA_13;2015-06;Transilien;U;La Verrière - La Défense;93.6587166493;14.8
TRA_11;2015-07;Transilien;P;Paris Est;90.1;9.1
TRA_1;2015-08;RER;A;RER A;82.9967982302;4.9
TRA_2;2015-09;RER;B;RER B;89.3614345684;8.4
TRA_3;2015-09;RER;C;RER C;90.6934546998;9.7
TRA_4;2015-09;RER;D;RER D;87.0828658359;6.7
TRA_7;2015-09;Transilien;J;Paris Saint-Lazare Nord;85.1438395131;5.7
TRA_10;2015-09;Transilien;N;Paris Montparnasse;92.9708089902;13.2
TRA_2;2015-11;RER;B;RER B;86.6;6.5
TRA_6;2015-11;Transilien;H;Paris Nord Ouest;94.3;16.5
TRA_12;2015-11;Transilien;R;Paris Sud Est;82.2;4.6
TRA_6;2015-12;Transilien;H;Paris Nord Ouest;96.2;25.3
TRA_8;2015-12;Transilien;K;Paris Nord Crépy;85.9;6.1
TRA_11;2015-12;Transilien;P;Paris Est;92.5;12.3
TRA_2;2016-01;RER;B;RER B;85.5;5.9
TRA_3;2016-02;RER;C;RER C;88.5;7.7
TRA_6;2016-02;Transilien;H;Paris Nord Ouest;95.1;19.4
TRA_7;2016-02;Transilien;J;Paris Saint-Lazare Nord;91.5;10.8
TRA_11;2016-02;Transilien;P;Paris Est;88.1;7.4
TRA_1;2016-03;RER;A;RER A;72.2;2.6
TRA_5;2016-03;RER;E;RER E;95.7;22.3
TRA_2;2016-05;RER;B;RER B;86.0;6.1
TRA_8;2016-05;Transilien;K;Paris Nord Crépy;92.3;12.0
TRA_11;2016-05;Transilien;P;Paris Est;88.0;7.3
TRA_13;2016-05;Transilien;U;La Verrière - La Défense;93.5;14.4
TRA_8;2016-07;Transilien;K;Paris Nord Crépy;86.9;6.6
TRA_4;2016-08;RER;D;RER D;89.8;8.8
TRA_5;2016-08;RER;E;RER E;92.7;12.7
TRA_6;2016-08;Transilien;H;Paris Nord Ouest;95.1;19.4
TRA_7;2016-08;Transilien;J;Paris Saint-Lazare Nord;86.3;6.3
TRA_11;2016-08;Transilien;P;Paris Est;87.6;7.1
TRA_13;2016-09;Transilien;U;La Verrière - La Défense;92.4;12.2
TRA_8;2016-10;Transilien;K;Paris Nord Crépy;95.4;20.7
TRA_13;2016-10;Transilien;U;La Verrière - La Défense;94.6;17.5
TRA_5;2016-11;RER;E;RER E;93.0;13.3
TRA_9;2016-11;Transilien;L;Paris Saint-Lazare Sud;86.0;6.1
TRA_13;2016-11;Transilien;U;La Verrière - La Défense;93.3;13.9
TRA_2;2016-12;RER;B;RER B;81.7;4.5
TRA_6;2017-01;Transilien;H;Paris Nord Ouest;94.4;16.9
TRA_9;2017-01;Transilien;L;Paris Saint-Lazare Sud;87.0;6.7
TRA_2;2017-02;RER;B;RER B;89.8;8.8
TRA_5;2017-02;RER;E;RER E;93.0;13.3
TRA_1;2017-03;RER;A;RER A;71.0;2.4
TRA_5;2017-03;RER;E;RER E;94.2;16.2
TRA_10;2017-03;Transilien;N;Paris Montparnasse;93.4;14.2
TRA_12;2017-03;Transilien;R;Paris Sud Est;86.3;6.3
TRA_1;2017-04;RER;A;RER A;73.9;2.8
TRA_12;2017-04;Transilien;R;Paris Sud Est;83.6;5.1
TRA_3;2017-05;RER;C;RER C;86.6722438848;6.5
TRA_4;2017-05;RER;D;RER D;87.0282378693;6.7
TRA_6;2017-05;Transilien;H;Paris Nord Ouest;79.8119876543;4.0
TRA_8;2017-05;Transilien;K;Paris Nord Crépy;87.6824624726;7.1
TRA_12;2017-05;Transilien;R;Paris Sud Est;84.3464929822;5.4
TRA_12;2017-06;Transilien;R;Paris Sud Est;76.2348202409;3.2
TRA_13;2017-06;Transilien;U;La Verrière - La Défense;91.7094732587;11.1
TRA_2;2017-07;RER;B;RER B;88.5862474168;7.8
TRA_5;2017-07;RER;E;RER E;88.3302547219;7.6
TRA_8;2017-07;Transilien;K;Paris Nord Crépy;90.5069129227;9.5
TRA_4;2017-08;RER;D;RER D;91.0;10.1
TRA_1;2017-09;RER;A;RER A;72.9;2.7
TRA_10;2017-09;Transilien;N;Paris Montparnasse;90.7;9.8
TRA_4;2017-10;RER;D;RER D;83.0;4.9
TRA_5;2017-10;RER;E;RER E;91.8;11.2
TRA_11;2017-10;Transilien;P;Paris Est;86.7;6.5
TRA_1;2017-11;RER;A;RER A;71.02;2.5
TRA_8;2017-11;Transilien;K;Paris Nord Crépy;90.3;9.3
TRA_9;2017-11;Transilien;L;Paris Saint-Lazare Sud;83.1;4.9
TRA_10;2017-11;Transilien;N;Paris Montparnasse;86.2;6.2
TRA_7;2017-12;Transilien;J;Paris Saint-Lazare Nord;85.8;6.0
TRA_11;2017-12;Transilien;P;Paris Est;91.5;10.8
TRA_5;2018-01;RER;E;RER E;93.6;14.6
TRA_13;2018-02;Transilien;U;La Verrière - La Défense;86.3;6.3
TRA_1;2018-03;RER;A;RER A;81.3;4.3
TRA_5;2018-03;RER;E;RER E;93.0;13.3
TRA_8;2018-03;Transilien;K;Paris Nord Crépy;93.0;13.3
TRA_13;2018-03;Transilien;U;La Verrière - La Défense;92.7;12.7
TRA_3;2018-04;RER;C;RER C;94.5;17.2
TRA_7;2018-04;Transilien;J;Paris Saint-Lazare Nord;94.4;16.9
TRA_10;2018-04;Transilien;N;Paris Montparnasse;91.2;10.4
TRA_2;2018-05;RER;B;RER B;86.8;6.6
TRA_3;2018-05;RER;C;RER C;94.1;15.9
TRA_8;2018-05;Transilien;K;Paris Nord Crépy;83.1;4.9
TRA_3;2018-06;RER;C;RER C;88.7;7.8
TRA_9;2018-06;Transilien;L;Paris Saint-Lazare Sud;89.9;8.9
TRA_10;2018-06;Transilien;N;Paris Montparnasse;89.6;8.6
TRA_1;2018-07;RER;A;RER A;78.5;3.7
TRA_6;2018-07;Transilien;H;Paris Nord Ouest;93.5;14.4
TRA_7;2018-07;Transilien;J;Paris Saint-Lazare Nord;89.4;8.4
TRA_2;2018-08;RER;B;RER B;89.0;8.1
TRA_9;2018-08;Transilien;L;Paris Saint-Lazare Sud;95.9;23.4
TRA_3;2018-09;RER;C;RER C;90.0;9.0
TRA_4;2018-09;RER;D;RER D;84.5;5.5
TRA_8;2018-09;Transilien;K;Paris Nord Crépy;96.0;24.0
TRA_6;2018-10;Transilien;H;Paris Nord Ouest;94.5;17.2
TRA_10;2018-10;Transilien;N;Paris Montparnasse;90.8;9.9
TRA_11;2018-10;Transilien;P;Paris Est;86.4;6.4
TRA_13;2018-10;Transilien;U;La Verrière - La Défense;95.0;19.0
TRA_5;2018-11;RER;E;RER E;93.4;14.2
TRA_1;2018-12;RER;A;RER A;84.2;5.3
TRA_12;2018-12;Transilien;R;Paris Sud Est;85.3;5.8
TRA_6;2019-01;Transilien;H;Paris Nord Ouest;94.1;15.9
TRA_7;2019-01;Transilien;J;Paris Saint-Lazare Nord;90.0;9.0
TRA_8;2019-01;Transilien;K;Paris Nord Crépy;85.2;5.8
TRA_13;2019-01;Transilien;U;La Verrière - La Défense;92.9;13.1
TRA_3;2019-02;RER;C;RER C;85.6718295203;6.0
TRA_7;2019-02;Transilien;J;Paris Saint-Lazare Nord;91.761896764;11.1
TRA_4;2019-03;RER;D;RER D;89.5071078857;8.5
TRA_5;2019-03;RER;E;RER E;95.2855482684;20.2
TRA_8;2019-03;Transilien;K;Paris Nord Crépy;95.2430757528;20.0
TRA_9;2019-03;Transilien;L;Paris Saint-Lazare Sud;93.8228492575;15.2
TRA_10;2019-04;Transilien;N;Paris Montparnasse;94.4385737411;17.0
TRA_7;2019-05;Transilien;J;Paris Saint-Lazare Nord;91.9642126636;11.4
TRA_11;2019-05;Transilien;P;Paris Est;91.6240027677;10.9
TRA_8;2019-06;Transilien;K;Paris Nord Crépy;92.5046906243;12.3
TRA_12;2019-06;Transilien;R;Paris Sud Est;83.9204723228;5.2
TRA_13;2019-07;Transilien;U;La Verrière - La Défense;95.0677029348;19.3
TRA_1;2019-08;RER;A;RER A;94.0605002;15.8
TRA_9;2019-08;Transilien;L;Paris Saint-Lazare Sud;96.776955351;30.0
TRA_13;2019-08;Transilien;U;La Verrière - La Défense;96.8156958613;30.4
TRA_2;2019-09;RER;B;RER B;82.2062237261;4.6
TRA_3;2019-09;RER;C;RER C;89.033329583;8.1
TRA_10;2019-10;Transilien;N;Paris Montparnasse;87.7447003848;7.2
TRA_12;2019-10;Transilien;R;Paris Sud Est;81.0913724573;4.3
TRA_9;2019-11;Transilien;L;Paris Saint-Lazare Sud;91.8006885324;11.2
TRA_11;2019-11;Transilien;P;Paris Est;87.3408835847;6.9
TRA_13;2019-11;Transilien;U;La Verrière - La Défense;96.5211701344;27.7
TRA_1;2020-06;RER;A;RER A;94.5598106386;17.4
TRA_4;2020-06;RER;D;RER D;90.6390795363;9.7
TRA_11;2020-06;Transilien;P;Paris Est;92.5379439316;12.4
TRA_2;2020-07;RER;B;RER B;89.1418868298;8.2
TRA_9;2020-07;Transilien;L;Paris Saint-Lazare Sud;96.8916336581;31.2
TRA_12;2020-07;Transilien;R;Paris Sud Est;90.1368740569;9.1
TRA_7;2020-08;Transilien;J;Paris Saint-Lazare Nord;93.5138102138;14.4
TRA_10;2020-08;Transilien;N;Paris Montparnasse;94.967840091;18.9
TRA_11;2020-08;Transilien;P;Paris Est;90.728596959;9.8
TRA_1;2020-09;RER;A;RER A;87.4186826835;6.9
TRA_8;2020-09;Transilien;K;Paris Nord Crépy;93.5988404966;14.6
TRA_3;2013-01;RER;C;RER C;91.9;11.3
TRA_4;2013-01;RER;D;RER D;77.6;3.5
TRA_8;2013-01;Transilien;K;Paris Nord Crépy;75.2;3.0
TRA_7;2013-02;Transilien;J;Paris Saint-Lazare Nord;88.1;7.4
TRA_9;2013-02;Transilien;L;Paris Saint-Lazare Sud;82.1;4.6
TRA_11;2013-02;Transilien;P;Paris Est;89.4;8.4
TRA_12;2013-02;Transilien;R;Paris Sud Est;88.2;7.5
TRA_1;2013-03;RER;A;RER A;84.0;5.3
TRA_2;2013-03;RER;B;RER B;82.7;4.8
TRA_6;2013-03;Transilien;H;Paris Nord Ouest;92.3;12.0
TRA_6;2013-05;Transilien;H;Paris Nord Ouest;95.9;23.4
TRA_7;2013-05;Transilien;J;Paris Saint-Lazare Nord;91.5;10.8
TRA_11;2013-06;Transilien;P;Paris Est;89.4;8.4
TRA_13;2013-06;Transilien;U;La Verrière - La Défense;93.2;13.7
TRA_1;2013-07;RER;A;RER A;83.2;5.0
TRA_3;2013-07;RER;C;RER C;90.8;9.9
TRA_5;2013-07;RER;E;RER E;94.0;15.7
TRA_8;2013-07;Transilien;K;Paris Nord Crépy;85.1;5.7
TRA_12;2013-07;Transilien;R;Paris Sud Est;88.5;7.7
TRA_13;2013-07;Transilien;U;La Verrière - La Défense;94.3;16.5
TRA_5;2013-08;RER;E;RER E;95.4;20.7
TRA_7;2013-08;Transilien;J;Paris Saint-Lazare Nord;89.2;8.3
TRA_5;2013-09;RER;E;RER E;96.8;30.3
TRA_8;2013-09;Transilien;K;Paris Nord Crépy;86.0;6.1
TRA_9;2013-09;Transilien;L;Paris Saint-Lazare Sud;84.9;5.6
TRA_1;2013-10;RER;A;RER A;83.1;4.9
TRA_3;2013-10;RER;C;RER C;85.6;5.9
TRA_1;2013-11;RER;A;RER A;80.9;4.2
TRA_3;2013-11;RER;C;RER C;85.5;5.9
TRA_6;2013-11;Transilien;H;Paris Nord Ouest;93.1;13.5
TRA_9;2013-11;Transilien;L;Paris Saint-Lazare Sud;77.8;3.5
TRA_9;2013-12;Transilien;L;Paris Saint-Lazare Sud;83.0;4.9
TRA_10;2013-12;Transilien;N;Paris Montparnasse;92.8;12.9
TRA_11;2013-12;Transilien;P;Paris Est;91.0;10.1
TRA_2;2014-01;RER;B;RER B;81.3;4.3
TRA_3;2014-02;RER;C;RER C;90.8;9.9
TRA_6;2014-02;Transilien;H;Paris Nord Ouest;96.1;24.6
TRA_4;2014-03;RER;D;RER D;87.9;7.3
TRA_5;2014-03;RER;E;RER E;94.4;16.9
TRA_9;2014-03;Transilien;L;Paris Saint-Lazare Sud;88.2;7.5
TRA_13;2014-03;Transilien;U;La Verrière - La Défense;94.0;15.7
TRA_1;2014-04;RER;A;RER A;85.7;6.0
TRA_4;2014-04;RER;D;RER D;88.5;7.7
TRA_12;2014-04;Transilien;R;Paris Sud Est;88.5;7.7
TRA_2;2014-05;RER;B;RER B;89.4;8.4
TRA_8;2014-05;Transilien;K;Paris Nord Crépy;91.9;11.3
TRA_12;2014-05;Transilien;R;Paris Sud Est;89.7;8.7
TRA_5;2014-06;RER;E;RER E;95.4;20.7
TRA_7;2014-06;Transilien;J;Paris Saint-Lazare Nord;84.9;5.6
TRA_10;2014-06;Transilien;N;Paris Montparnasse;94.7;17.9
TRA_7;2014-07;Transilien;J;Paris Saint-Lazare Nord;85.9;6.1
TRA_8;2014-07;Transilien;K;Paris Nord Crépy;87.6;7.1
TRA_7;2014-08;Transilien;J;Paris Saint-Lazare Nord;87.4;6.9
TRA_11;2014-08;Transilien;P;Paris Est;92.6;12.5
TRA_1;2014-09;RER;A;RER A;70.9;2.4
TRA_3;2014-09;RER;C;RER C;92.9;13.1
TRA_4;2014-09;RER;D;RER D;87.0;6.7
TRA_5;2014-09;RER;E;RER E;96.0;24.0
TRA_8;2014-09;Transilien;K;Paris Nord Crépy;92.1;11.7
TRA_1;2014-10;RER;A;RER A;68.8;2.2
TRA_7;2014-10;Transilien;J;Paris Saint-Lazare Nord;83.4;5.0
TRA_2;2014-11;RER;B;RER B;86.1;6.2
TRA_3;2014-11;RER;C;RER C;86.7347499119;6.5
TRA_6;2014-11;Transilien;H;Paris Nord Ouest;94.7480048369;18.0
TRA_9;2014-11;Transilien;L;Paris Saint-Lazare Sud;81.3097137157;4.4
TRA_10;2014-11;Transilien;N;Paris Montparnasse;91.4502809243;10.7
TRA_1;2014-12;RER;A;RER A;67.3;2.1
TRA_12;2014-12;Transilien;R;Paris Sud Est;87.6;7.1
TRA_3;2015-01;RER;C;RER C;91.4032715394;10.6
TRA_5;2015-01;RER;E;RER E;94.9052094942;18.6
TRA_10;2015-01;Transilien;N;Paris Montparnasse;93.886480495;15.4
TRA_11;2015-01;Transilien;P;Paris Est;90.9493380196;10.0
TRA_1;2015-02;RER;A;RER A;73.0954862767;2.7
TRA_5;2015-02;RER;E;RER E;94.0738560337;15.9
TRA_1;2015-03;RER;A;RER A;71.9550770992;2.6
TRA_4;2015-03;RER;D;RER D;86.3083523461;6.3
TRA_6;2015-03;Transilien;H;Paris Nord Ouest;96.0638677623;24.4
TRA_11;2015-03;Transilien;P;Paris Est;93.2541415409;13.8
TRA_2;2015-04;RER;B;RER B;86.1725099925;6.2
TRA_3;2015-04;RER;C;RER C;89.2820641654;8.3
TRA_4;2015-04;RER;D;RER D;86.5549619436;6.4
TRA_5;2015-04;RER;E;RER E;90.539314526;9.6
TRA_8;2015-04;Transilien;K;Paris Nord Crépy;86.184744626;6.2
TRA_8;2015-05;Transilien;K;Paris Nord Crépy;91.3842125718;10.6
TRA_10;2015-06;Transilien;N;Paris Montparnasse;87.8383549997;7.2
TRA_3;2015-07;RER;C;RER C;88.3;7.5
TRA_8;2015-07;Transilien;K;Paris Nord Crépy;89.4;8.4
TRA_12;2015-07;Transilien;R;Paris Sud Est;88.8;7.9
TRA_13;2015-07;Transilien;U;La Verrière - La Défense;92.3;12.0
TRA_4;2015-08;RER;D;RER D;91.5;10.8
TRA_6;2015-08;Transilien;H;Paris Nord Ouest;96.3;26.0
TRA_7;2015-08;Transilien;J;Paris Saint-Lazare Nord;90.0;9.0
TRA_10;2015-08;Transilien;N;Paris Montparnasse;96.3;26.0
TRA_13;2015-08;Transilien;U;La Verrière - La Défense;95.9;23.4
TRA_8;2015-09;Transilien;K;Paris Nord Crépy;87.8996653064;7.3
TRA_3;2015-10;RER;C;RER C;88.0340653841;7.4
TRA_5;2015-10;RER;E;RER E;94.9870645908;18.9
TRA_13;2015-10;Transilien;U;La Verrière - La Défense;91.4565937429;10.7
TRA_3;2015-11;RER;C;RER C;85.8;6.0
TRA_5;2015-11;RER;E;RER E;92.9;13.1
TRA_2;2015-12;RER;B;RER B;87.9951241039;7.3
TRA_4;2015-12;RER;D;RER D;88.5;7.7
TRA_12;2015-12;Transilien;R;Paris Sud Est;86.9;6.6
TRA_13;2015-12;Transilien;U;La Verrière - La Défense;92.9;13.1
TRA_1;2016-01;RER;A;RER A;69.1;2.2
TRA_8;2016-01;Transilien;K;Paris Nord Crépy;81.5;4.4
TRA_11;2016-01;Transilien;P;Paris Est;89.5;8.5
TRA_12;2016-01;Transilien;R;Paris Sud Est;87.2;6.8
TRA_13;2016-01;Transilien;U;La Verrière - La Défense;94.1;15.9
TRA_9;2016-02;Transilien;L;Paris Saint-Lazare Sud;89.4;8.4
TRA_3;2016-03;RER;C;RER C;88.3;7.5
TRA_4;2016-03;RER;D;RER D;84.3;5.4
TRA_6;2016-03;Transilien;H;Paris Nord Ouest;92.7;12.7
TRA_7;2016-03;Transilien;J;Paris Saint-Lazare Nord;91.1;10.2
TRA_13;2016-03;Transilien;U;La Verrière - La Défense;93.5;14.4
TRA_1;2016-05;RER;A;RER A;75.3;3.0
TRA_3;2016-05;RER;C;RER C;88.6;7.8
TRA_7;2016-05;Transilien;J;Paris Saint-Lazare Nord;87.7;7.1
TRA_12;2016-06;Transilien;R;Paris Sud Est;84.5;5.5
TRA_13;2016-06;Transilien;U;La Verrière - La Défense;91.0;10.1
TRA_2;2016-07;RER;B;RER B;87.8;7.2
TRA_3;2016-07;RER;C;RER C;86.4;6.4
TRA_7;2016-07;Transilien;J;Paris Saint-Lazare Nord;87.2;6.8
TRA_13;2016-07;Transilien;U;La Verrière - La Défense;96.5;27.6
TRA_9;2016-08;Transilien;L;Paris Saint-Lazare Sud;87.8;7.2
TRA_12;2016-08;Transilien;R;Paris Sud Est;89.4;8.4
TRA_1;2016-09;RER;A;RER A;70.9;2.4
TRA_7;2016-10;Transilien;J;Paris Saint-Lazare Nord;90.7;9.8
TRA_10;2016-10;Transilien;N;Paris Montparnasse;93.7;14.9
TRA_11;2016-10;Transilien;P;Paris Est;90.7;9.8
TRA_2;2016-11;RER;B;RER B;82.0;4.6
TRA_3;2016-12;RER;C;RER C;87.7;7.1
TRA_7;2016-12;Transilien;J;Paris Saint-Lazare Nord;88.5;7.7
TRA_9;2016-12;Transilien;L;Paris Saint-Lazare Sud;89.5;8.5
TRA_7;2017-01;Transilien;J;Paris Saint-Lazare Nord;88.8;7.9
TRA_10;2017-01;Transilien;N;Paris Montparnasse;86.6;6.5
TRA_13;2017-01;Transilien;U;La Verrière - La Défense;95.2;19.8
TRA_3;2017-02;RER;C;RER C;83.4;5.0
TRA_8;2017-02;Transilien;K;Paris Nord Crépy;94.6;17.5
TRA_4;2017-03;RER;D;RER D;82.9;4.8
TRA_13;2017-03;Transilien;U;La Verrière - La Défense;94.8;18.2
TRA_2;2017-04;RER;B;RER B;84.2;5.3
TRA_3;2017-04;RER;C;RER C;85.9;6.1
TRA_11;2017-04;Transilien;P;Paris Est;94.4;16.9
TRA_7;2017-05;Transilien;J;Paris Saint-Lazare Nord;90.6165128838;9.7
TRA_5;2017-06;RER;E;RER E;86.617430299;6.5
TRA_9;2017-06;Transilien;L;Paris Saint-Lazare Sud;86.8365890437;6.6
TRA_9;2017-07;Transilien;L;Paris Saint-Lazare Sud;89.2642477897;8.3
TRA_10;2017-07;Transilien;N;Paris Montparnasse;88.0091763694;7.3
TRA_11;2017-07;Transilien;P;Paris Est;87.2311916934;6.8
TRA_12;2017-07;Transilien;R;Paris Sud Est;74.458062555;2.9
TRA_1;2017-08;RER;A;RER A;88.09;7.4
TRA_7;2017-08;Transilien;J;Paris Saint-Lazare Nord;91.4;10.6
TRA_11;2017-08;Transilien;P;Paris Est;92.2;11.8
TRA_2;2017-09;RER;B;RER B;87.3;6.9
TRA_3;2017-09;RER;C;RER C;92.3;12.0
TRA_11;2017-09;Transilien;P;Paris Est;93.8;15.1
TRA_1;2017-10;RER;A;RER A;69.9;2.3
TRA_2;2017-10;RER;B;RER B;79.7;3.9
TRA_8;2017-10;Transilien;K;Paris Nord Crépy;92.2;11.8
TRA_13;2017-10;Transilien;U;La Verrière - La Défense;92.1;11.7
TRA_2;2017-11;RER;B;RER B;83.3;5.0
TRA_3;2017-11;RER;C;RER C;85.8;6.0
TRA_5;2017-11;RER;E;RER E;92.0;11.5
TRA_1;2017-12;RER;A;RER A;77.1;3.4
TRA_4;2017-12;RER;D;RER D;84.0;5.3
TRA_6;2017-12;Transilien;H;Paris Nord Ouest;89.4;8.4
TRA_9;2017-12;Transilien;L;Paris Saint-Lazare Sud;86.3;6.3
TRA_2;2018-01;RER;B;RER B;88.5;7.7
TRA_4;2018-01;RER;D;RER D;84.9;5.6
TRA_6;2018-01;Transilien;H;Paris Nord Ouest;92.4;12.2
TRA_7;2018-01;Transilien;J;Paris Saint-Lazare Nord;92.2;11.8
TRA_11;2018-01;Transilien;P;Paris Est;90.8;9.9
TRA_1;2018-02;RER;A;RER A;77.4;3.4
TRA_4;2018-02;RER;D;RER D;80.4;4.1
TRA_3;2018-03;RER;C;RER C;90.5;9.5
TRA_6;2018-03;Transilien;H;Paris Nord Ouest;93.7;14.9
TRA_1;2018-04;RER;A;RER A;80.8;4.2
TRA_9;2018-04;Transilien;L;Paris Saint-Lazare Sud;96.1;24.6
